poetry_ground_truth,text,poetry_generated_Seq2Seq_with_Att
پس بیفزا حاجت شد محتاج زود / تا شود در کرم دریای جود,پس ای فرزندان بر نیاز خود غلبه کن تا دریای بخشش » به وجود اید.,تا که که در تو را <end> 
پس بیفزا گفت ای محتاج زود / تا بجوشد در درون دریای جود,پس ای فرزندان بر نیاز خود تاکید کن تا احساس بخشش داری به وجود اید.,تا که که در تو را <end> 
همه گدایان بر ره و هر مبتلا / حاجت خود همه خلق را,چنانکه برای پیشرفت در سر راهی و دیگر موارد نیاز خود را برای دیگران فراهم میسازند.,تا که که در تو را <end> 
ای جهان بر ره و هر مبتلا / کار خود مینماید خلق را,چنانکه برای خود ، سر راهی و وسایل مورد نیاز خود را برای نیازمندان فراهم میسازند.,تا که که در تو را <end> 
کوری و شلی و بیماری و درد / تا از این بیماری باشد چو مرد,این مردگان و بیچارگان کوری و عذاب و بیماری و مرگ خود را به مردگان نسبت میدهند تا از این راه مرده را تحت تاثیر قرار دهند و انها را به رحم اورند.,تا که که در تو را <end> 
کوری و شلی و بیماری و خواب / تا از این حاجت نبود بر مرد,این گدایان و سوداگران کوری و درد و گرسنگی و فقر خود را به مردم نسبت میدهند تا از این راه مرده را تحت تاثیر قرار دهند و جان را به رحم اورند.,تا که که در تو را <end> 
هیچ جای نان دهید ای عزیز / که مرا مال است و انبارست و بس,ایا تا به حال دیدهاید که یکی از گدایان به رهگذران میگوید ای مردم به من میگویند که دارای وسایل و گنجینهها و همچنین مواد غذایی هستید کمک کنید,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
هیچ گوید نان دهید ای برادر / که جای مال است و انبارست و خوان,ایا تا به حال دیدهاید که یکی از مسافران به رهگذران میگوید ای مردم به من ، که صاحب وسایل و گنجینهها و انبار مواد غذایی هستم نگاه کنید,تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا که که در تو <sep> تا 
دل بیمار ست بر در کورموش / و آنکه جاجت نیست چشمش بهر نوش,» خداوند به موش نعمت بینایی عطا میکند زیرا این جانور برای تشخیص قوت و ضعف خویش نیازی به چشم ندارد.,تا که که در تو را <end> 
هیچ ننهاده ز دیده در کورموش / و آنکه جاجت نیست چشمش بهر نوش,مثلا نسبت به موش درنده چشم باز نکرده زیرا این جانور برای تشخیص قوت و ضعف خویش نیازی به چشم ندارد.,تا که که در تو را <end> 
میتواند زیست بی نور و بصر / فارغ است از نور او در نور,گربه هم میتواند بدون چشم و گوش حرکت کند. برای همین است که این جانور در زیر نور نمناک به نور نیاز ندارد.,تا که که در تو را <end> 
نباید زیست بی درد و بصر / دیده است از چشم او در خاکتر,موش بالغ میتواند بدون گوش و چشم حرکت کند. برای همین است که این جانور در زیر اب نمناک به خوابیدن نیاز ندارد.,تا که که در تو را <end> 
جز به خواری از برون نرود ز خاک / تا کند خالق از آن دزدیش را,اما شیطان فقط وقتی از دل خود بیرون میاید که چیزی از روی خود بردارد. تا وقتی که خدا او را از مرگ نجات دهد روش او همین است.,تا که که در تو را <end> 
بعد از آن پر یابد و روان شود / هزار تسبیح باری دگر,از ان به بعد مهارت هایی پیدا میکند و به پرندهای مبدل میشود و به پرواز درمی اید و پرواز به حق را میاموزد.,تا که که در تو را <end> 
بعد از آن پر یابد و خون شود / جام تسبیح پر میکند,از ان به بعد مشکل هایی پیدا میکند و به عصا مبدل میشود و به پرواز درمی اید و دعای حضرت حق را میخواند.,تا که که در تو را <end> 
هر زمان در گلشن شکر خدا / او برآرد شکر ما صد نوا,و چنین کسی در این سپاس ، با یک کاروان سرا در هر ان صد گونه نوا سر میدهد.,تا که که در تو را <end> 
هر زمان در چمن شکر خدا / او برآرد همچو بلبل صد شاخ,و چنین کسی در بوستان سخن میگوید چون بلبل چهارپاره سرا در هر ان صد گونه نوا سر میدهد.,تا که که در تو را <end> 
در یکی پیهی دهی تو یاری / استخوانی را دهی سمع ای غنی,ای خدا تو در لایه هایی از چربی بینایی قرار میدهی و تو ای بی نیاز به یک جفت استخوان شنوایی داری.,تا که که در تو را <end> 
